iter	Logloss
640	0.1218288473
641	0.1217547891
642	0.1217390364
643	0.1217070392
644	0.1216563217
645	0.1216133277
646	0.1215683003
647	0.1212961385
648	0.1212677673
649	0.1212086255
650	0.1210724336
651	0.1210083266
652	0.1209606601
653	0.1209466933
654	0.1208837181
655	0.1208424806
656	0.1208255738
657	0.1207498771
658	0.1207351489
659	0.1205063104
660	0.1204172081
661	0.1203512402
662	0.1202292974
663	0.1201668708
664	0.1201023874
665	0.1200488848
666	0.1200377132
667	0.1200008539
668	0.119963645
669	0.119943578
670	0.1198159036
671	0.1197754119
672	0.1197516244
673	0.1197117976
674	0.1196533319
675	0.1196400874
676	0.1195663751
677	0.119509303
678	0.1193918868
679	0.1192217574
680	0.119132053
681	0.1190465339
682	0.1189632398
683	0.1188774689
684	0.1186042675
685	0.1185405366
686	0.1183582668
687	0.1182440481
688	0.1181945499
689	0.1181092897
690	0.1180479614
691	0.1180355753
692	0.1178671922
693	0.117822352
694	0.1177558026
695	0.1177062314
696	0.1176280425
697	0.1175925232
698	0.117510174
699	0.1174866174
700	0.1174759072
701	0.117430739
702	0.1174001738
703	0.117367929
704	0.1173606496
705	0.1173310059
706	0.1171871673
707	0.1170403457
708	0.1169861203
709	0.1168968998
710	0.1167947053
711	0.1167374261
712	0.1165559581
713	0.1164516344
714	0.1163329268
715	0.1162645905
716	0.1162421335
717	0.1161430927
718	0.1159776175
719	0.1156734102
720	0.1156487059
721	0.1156211491
722	0.1156082863
723	0.115546512
724	0.1155133767
725	0.1154923247
726	0.1153360692
727	0.1152878057
728	0.1151419543
729	0.1151234954
730	0.1149199434
731	0.1148790754
732	0.11471317
733	0.1146470002
734	0.1146345568
735	0.1145638139
736	0.1143250346
737	0.114272001
738	0.1142522519
739	0.1142239359
740	0.1141557433
741	0.1141315876
742	0.1140486326
743	0.1140363085
744	0.1138764512
745	0.1137346275
746	0.1135478688
747	0.1134721896
748	0.1134470265
749	0.1133999666
750	0.113361027
751	0.1132617133
752	0.1130724995
753	0.1130379784
754	0.1129961028
755	0.1128461393
756	0.1126280173
757	0.1125669779
758	0.1124219335
759	0.1124053663
760	0.1123375642
761	0.1121784333
762	0.1121449421
763	0.1120720262
764	0.1118260797
765	0.1117776652
766	0.1115752889
767	0.111521294
768	0.1114565117
769	0.111425981
770	0.1112471728
771	0.1111975669
772	0.1111024503
773	0.111027009
774	0.1110082186
775	0.1109197742
776	0.110813444
777	0.1105770982
778	0.1104188338
779	0.110244034
780	0.1101648023
781	0.110037888
782	0.1098810656
783	0.1096643608
784	0.1096270893
785	0.1096145282
786	0.109563454
787	0.1095458087
788	0.1095013095
789	0.1094717084
790	0.1092603846
791	0.1091969194
792	0.1090250714
793	0.1090028649
794	0.1088779721
795	0.1088207925
796	0.1087896532
797	0.1086142464
798	0.1085886476
799	0.1085129969
800	0.1083634782
801	0.1083320899
802	0.1082669732
803	0.1082429083
804	0.1082240443
805	0.1081825041
806	0.1081150959
807	0.1081032472
808	0.1080866765
809	0.1080700882
810	0.10798466
811	0.1078652038
812	0.1078454017
813	0.1078009939
814	0.1077898721
815	0.1077701913
816	0.1075615028
817	0.1074968378
818	0.1074570317
819	0.1073963418
820	0.1073247685
821	0.107261105
822	0.1072148512
823	0.1069985902
824	0.1068178266
825	0.1068015808
826	0.1065806222
827	0.1064261223
828	0.1063934208
829	0.1062471303
830	0.1061935759
831	0.1061379824
832	0.1061179204
833	0.1061019279
834	0.1059236407
835	0.1058718468
836	0.1056549593
837	0.105528889
838	0.1052836645
839	0.1052529054
840	0.1051993224
841	0.1051861642
842	0.1051684165
843	0.1049979018
844	0.1049723215
845	0.104888252
846	0.1048740382
847	0.1046668456
848	0.1046522206
849	0.1046012559
850	0.1045387802
851	0.104524125
852	0.1044664131
853	0.1044246828
854	0.1043291406
855	0.1041759676
856	0.1041164116
857	0.1040366482
858	0.1039075142
859	0.1038776492
860	0.1037200984
861	0.1036929813
862	0.1036568375
863	0.103641176
864	0.10354653
865	0.1035004258
866	0.1034898337
867	0.1032995742
868	0.1032643187
869	0.1032533835
870	0.1032159749
871	0.1030632946
872	0.1028963462
873	0.1028715569
874	0.102838483
875	0.1027831047
876	0.1027533061
877	0.1026869419
878	0.1026206987
879	0.102566076
880	0.1025284932
881	0.1025166385
882	0.1024709956
883	0.102340645
884	0.102190794
885	0.1021781025
886	0.1021501338
887	0.1021243397
888	0.1020527294
889	0.1020116487
890	0.1019925592
891	0.1018543749
892	0.1017823689
893	0.1017394232
894	0.1016090939
895	0.1015662382
896	0.1013874676
897	0.1013509776
898	0.1012926406
899	0.1011594993
900	0.1009064346
901	0.100766441
902	0.1006075877
903	0.100561701
904	0.1005249988
905	0.1004150805
906	0.1003604056
907	0.100313951
908	0.1001261471
909	0.09997647209
910	0.09987583568
911	0.09986610058
912	0.09984508564
913	0.09966805334
914	0.09961297333
915	0.09947746378
916	0.09942578502
917	0.09940475327
918	0.09937766386
919	0.09935195567
920	0.09934284917
921	0.09909084797
922	0.09902996322
923	0.09902118864
924	0.09897243976
925	0.0989357384
926	0.09886942456
927	0.09882262225
928	0.09880303596
929	0.0987607274
930	0.09873532406
931	0.09868596613
932	0.09866648075
933	0.09863274094
934	0.09862263885
935	0.09845697428
936	0.09844354965
937	0.09842182666
938	0.0983831708
939	0.09831645904
940	0.09829135723
941	0.09822126338
942	0.09812511899
943	0.09805649956
944	0.09796934859
945	0.0979204158
946	0.09791217222
947	0.09786821359
948	0.09782999981
949	0.0976339241
950	0.09762522166
951	0.09757946083
952	0.09753409001
953	0.09748988284
954	0.09735159189
955	0.09729826079
956	0.09720261499
957	0.09715779177
958	0.09710858968
959	0.09709076469
960	0.09701686695
961	0.09683572636
962	0.09682195465
963	0.096803342
964	0.09659894807
965	0.09656345834
966	0.09651188982
967	0.09650445657
968	0.09645486427
969	0.0964228212
970	0.09640974347
971	0.09629423909
972	0.09623665944
973	0.09606775589
974	0.09604511089
975	0.09602278118
976	0.09589103906
977	0.09585124701
978	0.09570911644
979	0.09569058217
980	0.09565906119
981	0.09557540345
982	0.09555414009
983	0.09554063138
984	0.09535130452
985	0.09516886983
986	0.09514724998
987	0.09513438073
988	0.09511848554
989	0.09510013699
990	0.09494426418
991	0.09490368019
992	0.09477792929
993	0.09476055343
994	0.09474371757
995	0.09469210244
996	0.09457662619
997	0.09456608012
998	0.09439261103
999	0.09435313603
